"","Probe_ID","Gene_Symbol","Ensembl_Gene_ID","GSM60914","GSM60936","GSM60937","GSM60938","GSM60939","GSM60940","GSM60941","GSM60942","GSM60943","GSM60944","GSM60945","GSM60946","GSM60947","GSM60948","GSM60949","GSM60950","GSM60951","GSM60952","GSM60953","GSM60954","GSM60955","GSM60956","GSM60957","GSM61474"
"1",1,"RPS16","ENSG00000105193","0.15499095","0.166940999","-0.134072054","-0.007118785","0.046636628",NA,"-0.595002995","-0.364590095","-1.19661398","0.29774839","-0.192818635","0.073741453","0.271220749","-0.049073746","0.068843931","0.216830217","0.023069814","-0.25217171","-0.045710508","0.072633956","0.055535615","0.015805258","-0.126742678",0.852263754
"2",2,"RPS16","ENSG00000105193","0.49426419","0.119614427","0.083958754","-0.213885883","0.314731245","-1.349584438","-0.439979958","-0.183234229","-0.925284747","0.09089943","-0.175608066","0.127453464","0.169808313","-0.006896139","-0.000395205","0.176538698","-0.164685326","-0.224889091","-0.002169371","0.205977518","0.118087648","-0.163505087","0.053191488",0.789111242
"3",3,"CKM","ENSG00000104879","0.054223258","0.128256341","-0.047403306","-0.076546617","-0.449509082","0.572866309","1.396808883","1.125283485","1.626614547","0.04079248","-0.264683604","0.240314329","1.229857129","0.255140174","-0.25049657","0.107733004","-0.026883294","-0.421947955",NA,NA,"0.328768226","0.002398053","0.145144174",NA
"4",4,"CKM","ENSG00000104879","-0.066632351","-0.00784477","0.090013793","-0.047871151","0.129387544","1.981079138","1.261197747","1.560184243","2.006198041","-0.152702516","-0.019199397","0.64279643","0.712032898","0.01866013","-0.192694255","-0.127806239","-0.061041099","-0.087814117",NA,NA,"0.3887213","0.036532299","-0.07271957",0.615869095
"5",5,"GAPD","5","-0.510910293","0.028571525","0.198795287","0.258611279","0.093844686","0.374395515","0.4278377","0.468521368","0.443764328","0.130027974","0.139109712","0.164431185","0.619156247","0.19883983","0.077733166","-0.080093808","-0.300904083","-0.238835303","-0.038213577","0.051568087","0.174436311","-0.202866708","-0.053696875",0.981844959
"6",6,"GAPD","6","-0.319862921","-0.119889623","0.15834814","0.394919284","0.173486837","0.122778639","0.585955963","0.46393639","0.482395709","0.004871899","0.177447654","0.046798188","0.563193841","0.016345599","0.07074332","0.132289448","-0.239776746","-0.10489143","-0.167017569","-0.000437035","0.094290627","-0.197848352","-0.032674658",0.966217395
"7",7,"MYL2","ENSG00000111245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.067661708","0.388342633","-0.597298095",NA,"0.017463906",NA,NA,"-0.040112264","0.780781826",NA,0.964523282
"8",8,"MYL2","ENSG00000111245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.29716019","0.440787071",NA,"0.249504267",NA,NA,"-0.007061664","0.182738687","0.134604466",1.043681747
"9",9,"TCAP","ENSG00000173991","-1.146973594","-0.959169074","-0.910501849","-0.590822359","-0.907566393","0.916103774","0.780454288","0.97785121","1.262745028","-0.670133416","-0.2908236","0.136195448","1.096507568","0.109533333","-0.587136185","-0.555673014","-0.402516831","-0.171307385",NA,NA,"-0.290982997","0.37977456","0.506077928",1.469049695
"10",10,"TCAP","ENSG00000173991","-0.784230521","-0.937032519","-0.799833279","-0.984871206","-0.901700708","0.806295441","1.125380426","1.346617346","1.151966753","-0.391721637","-0.334009932","0.480055878","1.452878612","0.004928352","-0.358656833","-0.519324178","-0.424848755","-0.396314965",NA,NA,"-0.46584187","0.350314176","0.237239827",1.124405705
"11",11,"DES","ENSG00000175084","0.118816224","0.149328597","0.101753499","0.124540173","0.105145797","0.312875285","-0.184073263","0.038434938","-0.015799584","0.334743611","-0.02046563","0.112988951","0.2580983","0.043224055","0.068917941","0.521137101","-0.057458556","-0.289934393","0.161580644","0.024812306","0.094098188","-0.029611914","-0.137360364",NA
"12",12,"DES","ENSG00000175084","0.088653756","0.291672623","0.114528962","0.27647083","0.024045474","0.181776151","-0.294241048","0.112759264","0.213767518","0.239031468","-0.075895938","0.183437466","0.222768847","-0.076932991","0.288750923","0.284971968","-0.148632953","-0.397952992","0.040908883","0.01201349","0.152546891","-0.113633249","0.103972661",0.799655583
"13",13,"HBA2","ENSG00000188536","0.111508315",NA,NA,NA,NA,NA,NA,NA,NA,"0.23878686","0.715837286",NA,NA,NA,NA,"0.588666469",NA,"-0.038764919",NA,NA,"0.65587178","-0.383624547","0.513004173",1.555555556
"14",14,"HBA2","ENSG00000188536","-0.004583626","0.134749412",NA,NA,NA,NA,NA,NA,NA,"0.36994961","0.896689283",NA,NA,NA,NA,"0.446434699","1.25747488","0.033864895",NA,NA,"0.021395512","-0.021294778","0.610872822",1.41369606
"15",15,"Hsp20","15","0.131373049","0.309015975","-0.058006784","0.057091229","0.301701249","0.025252016","-0.471330714","-0.168825135","-0.527455089","0.20841554","0.276387847","-0.004447276","-0.090128769","0.175184996","0.245886743","0.208872726","0.045493617","-0.370393584",NA,"0.32395744","0.110464954","0.165575784","0.08754465",0.939009952
"16",16,"Hsp20","16","-0.09727064","0.231764684","0.161588334","0.154128269","0.316304289","0.246673977","0.02809832","0.006231313","-0.197545605","0.265758873","-0.107757777","0.089281492","0.090717886","-0.41985823","0.615433527","0.292433976","0.00511787","-0.2191932","-0.013941417","0.114330492","0.38005732","0.08958728","0.21019532",0.990951897
"17",17,"COX6A2","ENSG00000156885","0.236779976","0.196033571","0.103309655","-0.006974739","0.549364342","-0.226721592","-0.445119804","-0.377659889","-0.223530642","0.349260901","0.074090405","0.155254134","0.084856083","0.255512054","0.357480917","0.030872521","-0.058792565","-0.240475484",NA,NA,"-0.089431872","-0.054096615","-0.014890489",0.904537604
"18",18,"COX6A2","ENSG00000156885","0.309939292","0.316890243","0.013126515","0.260465046","0.16051447","-0.087177927","-0.229066811","-0.259806598","-0.117858816","0.430352221","0.082074448","0.04783359","0.221889122","0.227345093","0.365209482","0.258147908","-0.083064772","-0.230585808",NA,NA,"-0.108041387","0.059083718","-0.039441367",0.888608384
"19",19,"ACTA1","ENSG00000143632","-0.35847819","-0.086586228","0.08083617","0.298546714","0.30248632","0.137129817","0.028737196","0.089610264","0.174789816","-0.2002467","-0.418076392","0.08673548","-0.046603019","-0.216431527","-0.573136568","0.115121118","0.083953983","-0.063691862","0.639799289","0.171320676","-0.128396356","0.170339564","-0.147580008",NA
"20",20,"ACTA1","ENSG00000143632","-0.428352155","-0.321443487","0.443456532","0.20572393","0.35010632","0.306537958","-0.063897201","0.045563143","0.061995332","-0.045218611","-0.191958353","0.179550131","-0.058327849","-0.627179132","-0.275093193","0.069184823","-0.102307969","-0.038554795","0.776680279","0.161764992","0.138078417","0.058504845","0.09422005",0.958011026
"21",21,"MYH7","ENSG00000092054","-0.430149848","-0.19354998","-1.034773332","-0.409640072","-0.521777379","-0.281007262","0.241147657","0.026665268","-0.059628395","-0.214506704","-0.541174436",NA,NA,"0.188149868","-0.242246885","-0.2434739","0.001384439",NA,"0.125675689","0.07093272","0.177577434",NA,NA,NA
"22",22,"MYH7","ENSG00000092054","-0.559490555","-0.293606827","-0.544715272","-0.238187484","-0.634826588","0.107181494","0.295512419","0.074644438","0.258334449","-0.730231726","-0.482949676",NA,NA,"-0.248957389","-0.53396","0.1456225","0.126090866",NA,"-0.019370024","0.156644636","0.359814362",NA,NA,NA
"23",23,"TNNT1","ENSG00000105048","-0.366908328","-0.209008524","-0.46396922","-0.417042635","-0.816632736","0.96462567","1.125109613","0.492258861",NA,"-0.58379974","-0.474894792","0.316421619","0.910169863","-0.147056848","-0.605518601",NA,NA,NA,NA,NA,"0.394373831","0.410765657","0.302779547",1.489986027
"24",24,"TNNT1","ENSG00000105048","-0.698830465","0.097404056","-0.709983908","-0.912525944","-0.815291182","0.862758285","1.451441221","0.846839425","1.703769931","-0.637801893","-0.102430147","0.498514332","1.219422654","-0.463846369","-0.279353901",NA,NA,NA,NA,NA,"0.371600449","0","0.363342193",1.186700767
"25",25,"TPM2","ENSG00000198467","-0.372761298","-0.006580148","-0.082318451","-0.177283593","0.009073584",NA,NA,NA,NA,"-1.228941207","-0.031147131","1.041118987","0.887588261",NA,NA,"-0.32087848","-0.168334002","0.432656352","0.404676988","0.564164564","-0.459544971","0.166587265","0.743164079",1.055374593
"26",26,"TPM2","ENSG00000198467","-0.681317565","-0.352356267","-0.303412219","-0.284050871","-0.176371316",NA,NA,NA,NA,"-0.392478303","-0.047168224","0.566560529","1.247959297",NA,NA,"0.130734477","0.276049176","0.265353135",NA,"0.52923856","-0.331824131","0.285575519","0.414764132",1.502396514
"27",27,"MYH2","ENSG00000125414","-0.455994174","-0.716190177",NA,NA,NA,"-0.15405968","-0.25303636","-0.271723353","0.031611342","-0.137111707","-0.679776351","-0.168164973","-0.630731435",NA,NA,"-0.360764625","0.082232973","-0.165173587","-0.464378558","-0.04130005","-0.327844829","-0.659681854","-0.212275984",0.60390872
"28",28,"MYH2","ENSG00000125414","-0.670937662","-0.420908926",NA,NA,NA,"-0.431546586","-0.201035748","0.263764687","-0.083988807","-0.046698164","-0.056539621","0.188245869","-0.343390174",NA,NA,"-0.337431263","-0.444033921","0.161111178","-0.843565688","-0.435321519","-0.496994499","-0.467513478","-0.288744396",0.616597426
"29",29,"TNNI1","ENSG00000159173","-0.434781435","-0.031169092","-0.306724679","0.144649675","-0.361897808",NA,NA,NA,NA,"0.30077826","0.155016751","0.127235188","0.318128908","0.267903445","-0.430296916","-0.36048396","-0.356502288",NA,NA,"0.136573053","0.292970715",NA,"-0.405579171",1.152640264
"30",30,"TNNI1","ENSG00000159173","-0.953722849","-0.165298009","0.374279234","0.121532871","-0.117457582",NA,NA,NA,NA,"0.144012504","0.499783352","-0.521116019",NA,"-0.016702879","-0.104620963","0.092454745","-0.054375589",NA,"0.693795591","0.218092284","0.518352337",NA,"0.031134512",1.361777428
"31",31,"31","31","-0.067838889","-0.080170349","0.164592917","0.278384066","-0.097842026","0.017219434","0.621128901","0.490494885","0.376138429","-0.550342255","-0.506602462","-0.102387036","-0.383804472","-0.248242911","-0.69025104","0.168476632","0.407801697","0.08610824","0.331503585","0.209604336","-0.084918268","0.315105923","0.011936802",0.846116268
"32",32,"32","32","-0.22407331","-0.112962951","0.356770979","0.198737269","-0.114390097","0.094045181","0.207003233","0.483297146","0.237347018","-0.551790413","-0.337641759","0.074524669","-0.17345263","-0.215992744","-0.776728797","-0.004155548","0.275489949","0.326760811","0.042557767","0.142805751","-0.068221394","0.091407874","0.331754551",0.961981177
"33",33,"CYC1","ENSG00000179091","0.133754175","-0.006838383","0.267222203","0.118251356","-0.060217523",NA,"0.496182313",NA,NA,"-0.036188308","0.095561421","-0.5565709","-0.348790925","0.921768797","0.040007972",NA,NA,NA,"0.244078678","0.444025118","0.286969614","-0.432554213","-0.152325664",1.070717131
"34",34,"CYC1","ENSG00000179091","0.450312974","0.284784759","0.130154005","0.148788833","0.145661055","0.637206368","0.864607405",NA,NA,"0.180773332","0.792491685",NA,"-0.303704336","0.464750474","0.34234831",NA,NA,NA,"0.123684823","0.412652879","0.760153558","-0.638909575","-0.277148406",1.074024226
"35",35,"PKM2","35","-0.637581012","-0.009196879","0.15135491","-0.372301617","-0.176877762",NA,NA,NA,NA,"0.267198955","-0.01834258",NA,NA,"0.38013354","0.234186252","-0.431913881","0.020850875","-0.426633941","-0.270982227","0.183511046","-0.441906281","-0.771193075","-0.105182237",0.967953985
"36",36,"PKM2","36","0.002258328","0.027591385","0.479546815","-0.065239348","0.093900139",NA,NA,NA,NA,"-0.037379509","0.13476748",NA,NA,"0.090197809","-0.106108327","-0.016301812","-0.087173173","0.349106541","0.070389328","0.176426567","-0.332775477","-0.029982866","0.18280246",1.215607401
"37",37,"TNNC1","ENSG00000114854","-0.246737406","0.077481341","-0.066559387","0.016946724","0.065981685",NA,NA,"-0.004213468","-0.01718585","0.003064132","-0.180906366",NA,NA,"0.316011538","-0.064231423","0.25317924","-0.308176333",NA,"0.176856907","0.045760689","0.421730211",NA,"0.007570479",NA
"38",38,"TNNC1","ENSG00000114854","0.060065265","-0.199974105","0.352745127","0.107344967","0.090137625",NA,NA,"0.117403094","0.210573969","0.16715306","0.073631948",NA,NA,"0.075833014","-0.010462823","-0.085678135","-0.09902716","-0.46603067","0.09412043","0.027675187","-0.014605968",NA,"0.009646571",0.970004437
"39",39,"HUMMLC2B","39","0.02245865","-0.377392725","0.164888277","0.151551979","-0.203749337","1.468836444","0.714194287","0.78332123","0.645664708","-0.388492223","-0.648977914","-0.30022897","0.507998635","0.035395894","-0.679198962","0.181510812","0.785771772",NA,"0.347506038","-0.166475602","-0.161610421","0.251275619","0.032383174",1.515603799
"40",40,"HUMMLC2B","40","-0.138257086","0.117848838","0.388321941","0.153776263","-0.437231901","1.214619024","0.832272554","1.022782175","0.930503153","0.031825446","-0.13898224","0.410901725","0.236147674","-0.185549435","-0.750877708","0.171491694","0.270433762","0.507289446","0.064091304","-0.502601246","-0.097912803","-0.160802973","0.363573532",1.040123457
"41",41,"PYGM","ENSG00000068976","NAALADASEL","-0.094303506","-0.09905746","0.008004675","0.246628863","0.044598745","0.059249023","0","-0.016209898","-0.067630052","0.436684344","-0.104624496","-0.018267014","-0.09049938","0.2852606","-0.482463653","-0.095062197","-0.42387822","-0.341989318","0.206834624","-0.071701848","0.080454284","-0.012590282",0.154881556
"42",0.96777055,"0.96777055","0.96777055","","","","","","","","","","","","","","","","","","","","","","","",NA
"43",42,"PYGM","ENSG00000068976","NAALADASEL","-0.012294902","-0.160608434","0.173573105","0.244163297","0.262646075","0.05574468","0.278465922","0.025581363","-0.137052752","0.215640599","0.007484322","0.236444431","-0.05019508","-0.169116795","-0.167509259","-0.14000107","-0.34698609","-0.114464268","-0.09740673","-0.147374465","-0.174392603","0.062159003",-0.108743532
"44",0.947964658,"0.947964658","0.947964658","","","","","","","","","","","","","","","","","","","","","","","",NA
"45",43,"TPM1","ENSG00000140416","-0.01300667","-0.009393598","0.513850199","0.176536381","0.219516823","0.342281157","-0.263130814","0.185040811",NA,"-0.353854248","0.062099403","0.582797917","0.146366198","0.319627341","-0.441812052","0.403627552","0.137448812","0.631024402","0.131250718","0.003639102","0.008606582","-0.157212558","0.259288895",0.905307308
"46",44,"TPM1","ENSG00000140416","-0.058452278","-0.117144572","0.425563983","0.248523814","-0.070158214","0.431086993","-0.243173983","0.024899629","0.614395921","-0.117794996","-0.033394794","0.232407251","0.265145708","0.416328213","-0.399693302","0.072610468","0.162273274","0.791102084","0.107548289","0.174105517","-0.153203752","-0.188112269","-0.094280126",0.900610608
"47",45,"HSPB1","ENSG00000106211","0.158883683","0.14899611","0.128581184","-0.032150524","-0.365542871",NA,NA,"-0.546884241","-0.574961109","0.337080979","-0.061964557","-0.179239678","-0.006510857","0.045465826","-0.041723412","0.449192535","0.291713482","-0.258533014",NA,"0.104926747","0.199769512","0.171004491","-0.212660883",0.87709127
"48",46,"HSPB1","ENSG00000106211","0.144627958","0.12533382","0.237443937","0.311267738","-0.074498251",NA,NA,"0.31554246","-0.678252592","0.096990749","0.191743613","-0.241508229","-0.129191797","-0.261833375","-0.08146661","0.268303568","0.040428426","-0.035261104","0.123053727","0.008840748","0.692154693","-0.17290612","-0.21970204",0.939509371
"49",47,"FLNC","ENSG00000128591","0.141278936","0.072513537","0.271064883","0.337314222","0.053176193","0.125663233","-0.333803009","0.059272039","0.358100196","0.317418235","-0.029217246","0.103732546","-0.105334776","0.153116714","0.010201107","-0.101669287","-0.111325448","-0.3157299","0.062713337","-0.08571473","0.01961079","0.141013022","-0.047101758",0.839510703
"50",48,"FLNC","ENSG00000128591","0.189190928","-0.051411138","0.368009199","0.385710613","-0.004202297","0.119835276","0.064327575","0.012566533","-0.0843826","0.333463376","0.079062616","0.253702322","-0.281926145","0.098772309","0.089593842","-0.009401563","-0.425505602","0.033522974","-0.014994352","-0.187113972","-0.100619546","-0.18891427","-0.272123407",0.829828236
"51",49,"EEF1D","ENSG00000104529","-0.921771424","-0.694982417","-0.501363706","0.281304471","-0.64321649","-0.057164875","0.024965291",NA,NA,"-0.320984849","-0.429133653","0.183029989","-0.410374113","0.216004093","-0.613832739","0.122630247","-0.344245483","-0.634060878","0.55008246","0.135848379","-0.183962835","0.501997246","-0.054349317",0.935112936
"52",50,"EEF1D","ENSG00000104529","-0.452947585","-0.597156271","-0.435133299","-0.392069388","-0.463551822","0.053343639","-0.334358122",NA,NA,"-0.318435489","-0.709584885","0.35001459","-0.346621036","0.118032017","0.017134731","0.390302016","-0.16249115","-0.120238296","0.575923464","0.621488377","0.114235335","0.376729029","0.173549532",2.067190227
"53",51,"TTN","ENSG00000155657","-0.47196024","-0.728341022",NA,NA,NA,"-0.719099173","-0.268488836","-0.315848781","0.085247287","-1.153649689","-1.526237657","-0.88137891","-0.391542629","-0.46580203","-0.44422027","0.022600326","0.450839531","0.517173138",NA,"-0.348034976","-0.622745675","-0.651518851","-0.638642886",NA
"54",52,"TTN","ENSG00000155657","-0.199080842","-0.394187138",NA,NA,NA,"-0.289378281","-0.69037814","-0.051110089","-0.038036105","-1.198602007","-0.820823906","-0.74577385","-0.202234394","-0.849527805","-0.53839938","-0.076808239","0.616279969","0.611377563","-1.101242376","-0.830100916","-0.804857196","-0.523131279","-0.846421471",0.296438567
"55",53,"53","53","0.004714694","0.094926646","-0.02019886","0.110611379","0.033377221","0.219404493","0.373386963","-0.091235253","0.194548788","0.05807905","0.035484652",NA,NA,"0.862284611","0.313530042","-0.028874113","-0.136169923",NA,NA,"-0.094247941","0.052771714",NA,"0.226804834",NA
"56",54,"54","54","0.007400272","0.046720218","0.274212433","0.321635132","-0.345019057","0.31105908","0.21919354","0.09152068","-0.02941162","0.01339816","0.053147654",NA,NA,"0.531622948","0.391262356","0.194301297","-0.125011876",NA,"0.110836195","-0.201165829","0.043728823","-0.086926756","0.18772815",NA
"57",55,"ALDOA","ENSG00000149925","-0.142470633","-0.129856278","-0.001983427","-0.30765898","0.081631113","-0.128703136","-0.245772843","-0.192179918","-0.251163072","0.194156958","-0.071566218","0.087341912","0.059387625","-0.067123895","-0.169969368","0.236999373","-0.024659788","-0.31387121",NA,"0.052382967","0.251924536","0.010198834","-0.062370144",1.003563848
"58",56,"ALDOA","ENSG00000149925","0.012890378","-0.036877367","0.151184101","0.410303087","0.090425904","0.151294426","0.065231585","-0.070986793","-0.120957799","0.302087803","-0.28232774","-0.134921515","0.158626815","-0.123840631","-0.412104219","0.069340197","-0.321967572","0.06237917","0.303865457","0.017350943","0.067280064","0.076193063","0.092287767",0.926928123
"59",57,"AK1","ENSG00000106992","-0.345942224","-0.16525402","0.263569828","0.349474422","-0.053360815",NA,NA,"0.145027058",NA,"-0.209255424","-0.323074911","-0.111949844","0.21602722","0.374135839","-0.095672769","-0.090358851","-0.234139307","-0.162271429","-0.004224586","0.052921392","0.04026387","-0.264888174","0.572647345",1.069901316
"60",58,"AK1","ENSG00000106992","-0.403822712","-0.137624789","-0.117948202","0.163105025","-0.436453771",NA,NA,"0.222091515","-0.047305715","-0.090079028","-0.095408756","0.201084843","-0.054043053","0.017246215","0.025431934","0.140187258","0.123776541","0.154850464","0.037170726","0.082498443","-0.105742306","-0.201633861","0.154385745",0.972917731
"61",59,"RPL19","ENSG00000108298","-0.1911978","-0.246311048","-0.048406052","-0.330375102","-0.35884193",NA,"0.499194438",NA,NA,"-0.343456388","-0.260467332","0.157541277","0.614919329","0.183234813","-0.071121433","0.26659495","0.329585599","0.609794354","-0.12809395","0.227330344","-0.47720632","-0.214972015","0.002316343",NA
"62",60,"RPL19","ENSG00000108298","-0.070805242","-0.110770215","0.000685855","-0.362570079","-0.082780721","0.16687637","0.59382896",NA,NA,"-0.491746984","-0.047857115","-0.19730144","0.639768017","-0.316397631","-0.175352346","0.131646838","-0.098255238","-0.239518875","-0.125269121","0.203533394","-0.57229229","-0.024411666","-0.280577399",0.469238579
"63",61,"RPL7A","ENSG00000148303","-0.040381946","0.421096706","-0.335837143","-0.342780569","0.162338048","0.378245468",NA,NA,NA,"-0.55760542","0.058411137","0.040245149","0.368423297","0.303435921","-0.180976802","-0.609600171","0.253522711","0.28581555",NA,NA,"-0.128679498","-0.004205089","0.075202327",1.01376673
"64",62,"RPL7A","ENSG00000148303","-0.013029948","-0.359998403","-0.158584275","-0.069478128","-0.320070149","0.45642913","0.364174857",NA,NA,"-0.435290163","0.007149384","0.398163681","0.902128046","-0.098802244","-0.311221756","-0.079635881","0.06623884","0.508411886",NA,NA,"-0.354599794","0.081063013","0.221348503",0.931788932
"65",63,"RPL41","ENSG00000229117","-0.0089697","-0.138888899","-0.095116214","0.066098581","0.01273033","-0.59999071","0.639133652","0.24731286","0.688957986","0.243077716","-0.069573324","0.016579598","-0.154054352","0.412346959","-0.054685623","-0.515882974","-0.750622039","-0.268441205",NA,NA,"-0.406023187","-0.260794925","-0.316381745",0.834336323
"66",64,"RPL41","ENSG00000229117","0.051480789","-0.124817981","0.08523678","0.168629232","-0.134900666","0.044495015","0.758669143","0.584787469","0.949995455","0.583507927","0.125815409","-0.582665999","-0.016420845","0.204192144","-0.189851724","-0.562684054","-0.756738956","-0.408020666",NA,NA,"-0.506580788","-0.728834219","-0.762784212",0.621305263
"67",65,"RPL37A","ENSG00000197756","0.115292552","-0.008659083","0.086001634","0.236301689","0.072594382","-0.16816591","-0.327270798","-0.167162607","-0.422278221","0.017538743","-0.453521014","0.259816391","0.038440815","0.303500411","-0.222392421","-0.039088787","-0.427228979","-0.466600904","-0.348820669","-0.241481017","-0.164684648","-0.102847954","0.04575793",0.753602265
"68",66,"RPL37A","ENSG00000197756","0.339255119","0.220315736","-0.170837304","0.223271042","0.168037478","0.006018762","-0.293967859","-0.258064589","-0.079468252","-0.106105421","0.038102309","0.151312572","-0.044729601","-0.056289451","-0.388907767","-0.203729242","-0.405621274","-0.353700907","-0.29320819","-0.173898199","-0.065209396","-0.260894222","-0.176078392",0.809296047
"69",67,"ZFYVE27","ENSG00000155256","-0.682043764","-0.415626195","-0.252282188","-0.163491484","-0.391944823","-0.122322358","0.061216736","0.115410267","0.590010862","-0.287796845","-0.533692798","0.108596478","0.062776131","0.006948719","-0.32978426","0.079972917","-0.204101884","-0.009244212","-0.042728758","0.010356793","0.078285557","-0.180298432","-0.089774909",NA
"70",68,"ZFYVE27","ENSG00000155256","-0.374860243","-0.195144209","-0.171526135","-0.077686895","-0.277193219","-0.139183218","0.244457215","0.117561798","0.627647281","-0.355782819","-0.23064086","0.031696419","-0.014416994","0.070072331","-0.341463354","0.088498059","-0.536104974","-0.072394595","-0.070549458","-0.115687784","0.139309954","-0.069708972","0.06939411",0.818865248
"71",69,"RPL21","ENSG00000122026","0.133217075","0.118981964","0.22398656","0.324600506","-0.099118637","1.436174686","0.118151352","0.986587534","0.435222876","0.255784667","-0.153198579","0.049921011","0.401674597","0.067414517","-0.37304054","-0.043637596","-0.303160963","-0.19022796","-0.09448992","-0.22202849","-0.160819512","-0.458272138","-0.29434104",0.7959873
"72",70,"RPL21","ENSG00000122026","0.11549072","0.011562287","0.293976987","0.308476147","-0.150720072","1.029509242","0.459173925","1.096868029","0.765484321","0.282524832","-0.185284563","0.049842679","0.185928554","0.246949526","-0.427562526","-0.006070699","-0.395594797","-0.190188286","-0.211891167","-0.222707217","-0.158318953","-0.392785321","-0.220489987",0.789816279
"73",71,"RPL34","ENSG00000109475","0.284915127","0.365532314","0.24785487","0.078505765","0.245622554","0.217664853","-0.349584438","-0.063087525","-0.696607857","0.216706811","-0.090753323","0.024797103","-0.155428405","0.229947162","0.098911938","-0.130731006","-0.257774379","0.109390235",NA,"-0.241339754","-0.169437962","-0.03451691","0.129721316",0.818922306
"74",72,"RPL34","ENSG00000109475","0.308892922","0.216604839","0.118642145","0.019687187","0.100562802","-0.102482958","-0.323769442","-0.015824967","-0.486824223","0.131732795","0.181625755","-0.153565369","-0.211480529","-0.172872014","0.14027023","0.194254493","-0.263056943","-0.067008252","0.044104409","-0.073971903","0.038581603","0.021709265","-0.043983223",0.965068153
"75",73,"FAU","ENSG00000149806","-0.106705908","0.253800045","0.133919186","-0.092372718","-0.029053664",NA,NA,NA,NA,"0.135109516","0.27250127",NA,NA,NA,NA,"0.522466575","-0.024408075","0.205446914","-0.445841238","-0.303427754","0.176133118","0.446419625","0.250903166",1.423857868
"76",74,"FAU","ENSG00000149806","0.096122643","-0.097229505","-0.012474743","0.200640083","0.243426121",NA,NA,NA,NA,"0.284185818","0.506785645",NA,NA,NA,NA,"-0.229366693","0.245179041","-0.321145934","0.101057504","-0.251946538","0.185495424","-0.270282489","0.720597728",1.04587156
"77",75,"ACADVL","ENSG00000072778","0.059159249","-0.016173881","0.07001793","0.594472159","0.578519011",NA,NA,"-0.162343822",NA,"0.13724371","-0.020970309","0.032421478","0.08101203","0.343089009","-0.106180447","-0.120322274","-0.231859262","-0.175625792","0.321062297","-0.136790554","0.177720909","-0.092399242","-0.196638524",1.133118379
"78",76,"ACADVL","ENSG00000072778","0.244934087","0.011263113","0.262794177","0.268308836","-0.035405336",NA,NA,"0.126307151","0.05639917","0.323711052","0.110367066","-0.110387396","0.04936147","0.208348455","-0.370395643","0.016139703","-0.221161453","0.017625262","0.038878125","0.076157029","0.018365032","0.014774043","0.082289331",1.01879085
"79",77,"RPL28","ENSG00000108107","-0.642051693","0.324726728","-0.487217883","-0.228768984","0.175531057",NA,NA,NA,NA,"-0.046519845","-0.029343962",NA,NA,"0.471868722","0.269076213","0.179837302","0.522386836","0.368310654","0.205510705","0.865395534","0.424120951",NA,NA,NA
"80",78,"RPL28","ENSG00000108107","-0.202884262","0.511021193","-0.080704384","0.191444999","-0.159048008",NA,NA,NA,NA,"0.222976154","0.601711655",NA,NA,NA,"-0.321928095","-0.215124421","0.549036582","1.037198618","0.356779654","0.701356588","0.19988875",NA,NA,NA
"81",79,"79","79","-0.060882242","0.002067084",NA,NA,NA,"-0.032659786","-0.162372211","0.02438183","-0.05774752","0.277802609","-0.020009754","-0.023514416","0.037992496","0.181302712","-0.119061008","0.349892537","-0.550658487","-0.307638234","0.152632235","-0.124948684","0.010959701","0.124136169","0.013976826",1.046189376
"82",80,"80","80","0.19601662","-0.194340355",NA,NA,NA,"0.105462262","-0.02801703","0.143186481","0.036863776","0.368592538","0.078750891","-0.034946455","0.021725204","0.159485192","-0.150444067","0.158441819","-0.305330961","0.052036389","0.015397303","-0.1846621","-0.155983738","-0.188864263","0.058504245",1.025611176
"83",81,"EEF2","ENSG00000167658","-0.063228279","-0.109637643","0.171892148","-0.058612496","-0.134092896","-0.384901781","-0.33148225","-0.171160715","0.224356608","-0.048986731","-0.418535886","0.003503157","0.029315285","0.489938836","-0.221958463","0.129783576","-0.46925012","-0.248102684","0.145551766","0.06421769","0.228981465","-0.008885905","0.047342118",1.012913223
"84",82,"EEF2","ENSG00000167658","0.238219384","-0.073384363","0.009518983","0.061208623","-0.137798785","-0.12462063","0.127260881","-0.174840298","0.010044691","-0.072661879","-0.173682767","0.166118172","-0.048107249","0.128188269","0.16440456","-0.005758368","-0.35621872","-0.083077251","0.154234272","-0.074851339","-0.105735734","-0.04050932","-0.089938258",0.929080157
"85",83,"83","83","0.014202606","0.074666531","-0.501901737","0.22174022","0.237464212","-0.013527813","0.031883701","0.06588076","-0.274073662","0.456778951","0.274121664","0.04123697","0.039250312","0.712391237","-0.232161582","0.095104101","-0.69981292","-0.290488231","0.015408395","-0.074654413","0.096224887","-0.051488315","-0.133698584",0.917274588
"86",84,"84","84","0.156410939","0.184989064","-0.214386912","0.19641144","-0.215842482","-0.031706279","0.119535258","0.121153723","-0.14136765","0.293592646","0.314776318","0.064068816","-0.059252293","0.503395134","-0.192180616","0.13814742","-0.643028077","-0.186375547","0.116473318","-0.198524638","0.103759819","-0.034718394","-0.087409857",0.962860912
